reading	word	pos	japanese_form
こでぃあっくかうぼーい	Kodiak Kowboy	noun	コディアックカウボーイ
こでぃーずうぃっしゅ	Cody's Wish	noun	コディーズウィッシュ
こなごーるど	Kona Gold	noun	コナゴールド
こにすとんぶるーばーど	Coniston Bluebird	noun	コニストンブルーバード
こねくと	Connect	noun	コネクト
こばりか	Kovalica	noun	コバリカ
こばーとりー	Covertly	noun	コバートリー
こぴおん	Kopion	noun	コピオン
こぶふぇふぇ	Covfefe	noun	コブフェフェ
こべんてぃなべい	Coventina Bay	noun	コベンティナベイ
こまんず	Commands	noun	コマンズ
こまんだーいんちーふ	Commander In Chief	noun	コマンダーインチーフ
こまんちぇぶれーぶ	Comanche Brave	noun	コマンチェブレーブ
こまんちぇぶれーゔ	Comanche Brave	noun	コマンチェブレーヴ
こまんちぶれいぶ	Comanche Brave	noun	コマンチブレイブ
こまんちぶれいゔ	Comanche Brave	noun	コマンチブレイヴ
こまんでぃんぐじゅえる	Commanding Jewel	noun	コマンディングジュエル
こまんどめんと	Commandment	noun	コマンドメント
こまーさんと	Commercante	noun	コマーサント
こみっしょにんぐ	Commissioning	noun	コミッショニング
こみゅにすと	Communist	noun	コミュニスト
こめんだぶる	Commendable	noun	コメンダブル
こめんてーたー	Commentator	noun	コメンテーター
こもんぐらうんず	Common Grounds	noun	コモングラウンズ
こらぞな	Corrazona	noun	コラゾナ
こりあーひる	Collier Hill	noun	コリアーヒル
こりすと	Chorist	noun	コリスト
こりゅーじょんいりゅーじょん	Collusion Illusion	noun	コリュージョンイリュージョン
こりんしあん	Corinthian	noun	コリンシアン
こるしあべろーちぇ	Corsia Veloce	noun	コルシアベローチェ
こるしあゔぇろーちぇ	Corsia Veloce	noun	コルシアヴェローチェ
こるすたー	Colstar	noun	コルスター
これかみの	Corre Caminos	noun	コレカミノ
これくしょん	Collection	noun	コレクション
これくてっど	Collected	noun	コレクテッド
これくとざきゃっしゅ	Collect the Cash	noun	コレクトザキャッシュ
ころえばす	Coroebus	noun	コロエバス
ころなどずくえすと	Coronado's Quest	noun	コロナドズクエスト
ころにあるあっふぇあー	Colonial Affair	noun	コロニアルアッフェアー
ころにあるころにー	Colonial Colony	noun	コロニアルコロニー
ころねっと	Coronet	noun	コロネット
こんがりー	Congaree	noun	コンガリー
こんくりーとろーず	Concrete Rose	noun	コンクリートローズ
こんさーとほーる	Concert Hall	noun	コンサートホール
こんさーん	Concern	noun	コンサーン
こんすてぃちゅーしょんひる	Constitution Hill	noun	コンスティチューションヒル
こんすてぃちゅーしょんりばー	Constitution River	noun	コンスティチューションリバー
こんすてぃちゅーしょんりゔぁー	Constitution River	noun	コンスティチューションリヴァー
こんすてぃてゅーしょん	Constitution	noun	コンスティテューション
こんすてぃてゅーしょんひる	Constitution Hill	noun	コンスティテューションヒル
こんすてぃてゅーしょんりばー	Constitution River	noun	コンスティテューションリバー
こんすてぃてゅーしょんりゔぁー	Constitution River	noun	コンスティテューションリヴァー
こんすてれーしょん	Constellation	noun	コンステレーション
こんせんさす	Consensus	noun	コンセンサス
こんせんと	Consent	noun	コンセント
こんてぃにゅあす	Continuous	noun	コンティニュアス
こんてぃにゅあすりー	Continuously	noun	コンティニュアスリー
こんてすてぃっど	Contested	noun	コンテスティッド
こんてすてっど	Contested	noun	コンテステッド
こんてんと	Content	noun	コンテント
こんてんとめんと	Contentment	noun	コンテントメント
こんでゅいっと	Conduit	noun	コンデュイット
こんとりびゅーたー	Contributer	noun	コントリビューター
こんどこまんど	Condo Commando	noun	コンドコマンド
こんばたんと	Combatant	noun	コンバタント
こんばーじ	Converge	noun	コンバージ
こんふぃでんしゃるれでぃ	Confidential Lady	noun	コンフィデンシャルレディ
こんふぇっしょなる	Confessional	noun	コンフェッショナル
こんぷとんあどみらる	Compton Admiral	noun	コンプトンアドミラル
こんぷとんぷれいす	Compton Place	noun	コンプトンプレイス
こんぷれいせんと	Complacent	noun	コンプレイセント
こんぷれきしてぃ	Complexity	noun	コンプレキシティ
こんべやー	Conveyor	noun	コンベヤー
こんぺてぃしょんおぶあいであず	Competitionofideas	noun	コンペティションオブアイデアズ
こんぺてぃしょんおぶあいでぃあず	Competitionofideas	noun	コンペティションオブアイディアズ
こんぺてぃてぃぶえっじ	Competitive Edge	noun	コンペティティブエッジ
こんぺてぃてぃゔえっじ	Competitive Edge	noun	コンペティティヴエッジ
こんぽじゃー	Composure	noun	コンポジャー
こんゔぁーじ	Converge	noun	コンヴァージ
こんゔぇやー	Conveyor	noun	コンヴェヤー
こゔぁりか	Kovalica	noun	コヴァリカ
こゔぁーとりー	Covertly	noun	コヴァートリー
こゔぇんてぃなべい	Coventina Bay	noun	コヴェンティナベイ
こゔふぇふぇ	Covfefe	noun	コヴフェフェ
こーすたるぶらふ	Coastal Bluff	noun	コースタルブラフ
こーついんせっしょん	Court's In Session	noun	コーツインセッション
こーとおぶおなー	Court of Honour	noun	コートオブオナー
こーとすたー	Kauto Star	noun	コートスター
こーとひるはうす	Cotehele House	noun	コートヒルハウス
こーとびじょん	Court Vision	noun	コートビジョン
こーとますたーぴーす	Court Masterpiece	noun	コートマスターピース
こーとまーしゃる	Court Martial	noun	コートマーシャル
こーとりーでぃー	Courtly Dee	noun	コートリーディー
こーとるーらー	Court Ruler	noun	コートルーラー
こーとゔぃじょん	Court Vision	noun	コートヴィジョン
こーどおぶおなー	Code of Honor	noun	コードオブオナー
こーにっしゅ	Corniche	noun	コーニッシュ
こーひーくりーく	Coffee Clique	noun	コーヒークリーク
こーぽれーとれぽーと	Corporate Report	noun	コーポレートレポート
こーるさいんまぶ	Callsign Mav	noun	コールサインマブ
こーるさいんまゔ	Callsign Mav	noun	コールサインマヴ
こーるざうぃんど	Call The Wind	noun	コールザウィンド
こーるでぃんぐ	Kolding	noun	コールディング
こーるばっく	Callback	noun	コールバック
ごじっぷがーる	Gozzip Girl	noun	ゴジップガール
ごっさまー	Gossamer	noun	ゴッサマー
ごっずおうん	God's Own	noun	ゴッズオウン
ごっとすとーみー	Got Stormy	noun	ゴットストーミー
ごっどぎぶん	God Given	noun	ゴッドギブン
ごっどぎゔん	God Given	noun	ゴッドギヴン
ごも	Gomo	noun	ゴモ
ごらいあす	Goliath	noun	ゴライアス
ごりあっと	Goliath	noun	ゴリアット
ごるてぃえ	Gaultier	noun	ゴルティエ
ごるでぃこば	Goldikova	noun	ゴルディコバ
ごるでぃこゔぁ	Goldikova	noun	ゴルディコヴァ
ごれら	Gorella	noun	ゴレラ
ごんどころ	Gondokoro	noun	ゴンドコロ
ごんばるだ	Gonbarda	noun	ゴンバルダ
ごーあんどごー	Go and Go	noun	ゴーアンドゴー
ごーいんぐぐろーばる	Going Global	noun	ゴーインググローバル
ごーいんぐとぅべがす	Going to Vegas	noun	ゴーイングトゥベガス
ごーいんぐとぅゔぇがす	Going to Vegas	noun	ゴーイングトゥヴェガス
ごーいんでぃごー	Go Indy Go	noun	ゴーインディゴー
ごーすとざっぱー	Ghostzapper	noun	ゴーストザッパー
ごーでぴゅてぃ	Go Deputy	noun	ゴーデピュティ
ごーどんろーどばいろん	Gordon Lord Byron	noun	ゴードンロードバイロン
ごーびとうぃーん	Go Between	noun	ゴービトウィーン
ごーふぉーじん	Go for Gin	noun	ゴーフォージン
ごーふぉーわんど	Go for Wand	noun	ゴーフォーワンド
ごーむりー	Gormley	noun	ゴームリー
ごーもー	Gomo	noun	ゴーモー
ごーらん	Golan	noun	ゴーラン
ごーるおりえんてっど	Goal Oriented	noun	ゴールオリエンテッド
ごーるでんあっぷるず	Golden Apples	noun	ゴールデンアップルズ
ごーるでんあとらくしょん	Golden Attraction	noun	ゴールデンアトラクション
ごーるでんしっくすてぃ	Golden Sixty	noun	ゴールデンシックスティ
ごーるでんすねいく	Golden Snake	noun	ゴールデンスネイク
ごーるでんせんつ	Goldencents	noun	ゴールデンセンツ
ごーるでんちけっと	Golden Ticket	noun	ゴールデンチケット
ごーるでんてんぽ	Golden Tempo	noun	ゴールデンテンポ
ごーるでんとりーと	Golden Treat	noun	ゴールデントリート
ごーるでんどっくえー	Golden Doc A	noun	ゴールデンドックエー
ごーるでんばれえ	Golden Ballet	noun	ゴールデンバレエ
ごーるでんぱる	Golden Pal	noun	ゴールデンパル
ごーるでんふぇざんと	Golden Pheasant	noun	ゴールデンフェザント
ごーるでんぶり	Golden Bri	noun	ゴールデンブリ
ごーるでんほーど	Golden Horde	noun	ゴールデンホード
ごーるでんほーん	Golden Horn	noun	ゴールデンホーン
ごーるでんまいる	Golden Mile	noun	ゴールデンマイル
ごーるでんみさいる	Golden Missile	noun	ゴールデンミサイル
ごーるでんりら	Golden Lilac	noun	ゴールデンリラ
ごーるどえでぃしょん	Gold Edition	noun	ゴールドエディション
ごーるどえーす	Gold Ace	noun	ゴールドエース
ごーるどぐる	Gold Guru	noun	ゴールドグル
ごーるどとりっぷ	Gold Trip	noun	ゴールドトリップ
ごーるどふぁん	Gold-Fun	noun	ゴールドファン
ごーるどふぃーばー	Gold Fever	noun	ゴールドフィーバー
ごーるどふぃーゔぁー	Gold Fever	noun	ゴールドフィーヴァー
ごーるどふぇにっくす	Gold Phoenix	noun	ゴールドフェニックス
ごーるどらっしゅぐる	Goldrush Guru	noun	ゴールドラッシュグル
ごーるどりーむ	Goldream	noun	ゴールドリーム
ごーろけっとらいど	Geaux Rocket Ride	noun	ゴーロケットライド
ごーんうぇすと	Gone West	noun	ゴーンウェスト
ごーんうえすと	Gone West	noun	ゴーンウエスト
さいえだてぃ	Sayyedati	noun	サイエダティ
さいすみっくびゅーてぃ	Seismic Beauty	noun	サイスミックビューティ
さいずみっくびゅーてぃ	Seismic Beauty	noun	サイズミックビューティ
さいとうぃなー	Sight Winner	noun	サイトウィナー
さいとしーく	Sightseek	noun	サイトシーク
さいどぐらんす	Side Glance	noun	サイドグランス
さいばーない	Cyberknife	noun	サイバーナイ
さいばーないふ	Cyberknife	noun	サイバーナイフ
さいふぇあ	Cy Fair	noun	サイフェア
さいふぉにっく	Siphonic	noun	サイフォニック
さいふぉん	Siphon	noun	サイフォン
さいふぉん	Siphon (BRZ)	noun	サイフォン
さいれんとあちーばー	Silent Achiever	noun	サイレントアチーバー
さいれんとあちーゔぁー	Silent Achiever	noun	サイレントアチーヴァー
さいれんとうぃっとねす	Silent Witness	noun	サイレントウィットネス
さいれんとさいず	Silent Sighs	noun	サイレントサイズ
さいれんとせでぃしょん	Silent Sedition	noun	サイレントセディション
さいれんるあー	Siren Lure	noun	サイレンルアー
さいんずおぶぶれっしんぐ	Signs of Blessing	noun	サインズオブブレッシング
さうじくらうん	Saudi Crown	noun	サウジクラウン
さうすおーしゃん	South Ocean	noun	サウスオーシャン
さうすぽーとたいくーん	Southport Tycoon	noun	サウスポートタイクーン
さうんどあくしょん	Sound Action	noun	サウンドアクション
さうんどじあらーむ	Sound The Alarm	noun	サウンドジアラーム
さうんどぷろぽじしょん	Sound Proposition	noun	サウンドプロポジション
さおのわ	Saonois	noun	サオノワ
さおるしぇ	Saoire	noun	サオルシェ
さがみっくす	Sagamix	noun	サガミックス
さがわら	Sagawara	noun	サガワラ
さきー	Sakhee	noun	サキー
さきーずしーくれっと	Sakhee's Secret	noun	サキーズシークレット
さきーずそるじゃー	Sakhees Soldier	noun	サキーズソルジャー
さくそんうぉりあー	Saxon Warrior	noun	サクソンウォリアー
さごら	Zagora	noun	サゴラ
さざんいめーじ	Southern Image	noun	サザンイメージ
さざんすぴーど	Southern Speed	noun	サザンスピード
さざんとるーす	Southern Truce	noun	サザントルース
さざんへいろー	Southern Halo	noun	サザンヘイロー
さざんれじぇんど	Southern Legend	noun	サザンレジェンド
さざんろーど	Southern Lord	noun	サザンロード
さじぇすてぃぶぼーい	Suggestive Boy	noun	サジェスティブボーイ
さじぇすてぃゔぼーい	Suggestive Boy	noun	サジェスティヴボーイ
さじーる	Sajir	noun	サジール
さする	Sasuru	noun	サスル
さっしーいめーじ	Sassy Image	noun	サッシーイメージ
さっち	Thatch	noun	サッチ
さっちんぐ	Thatching	noun	サッチング
